Id,Intensity,Longitude,Latitude
1078,6,-73.129011300,7.098149700
1079,6,-73.1334121,7.130009
1080,6,-73.139739286,7.102775148
1081,6,-73.126832350,7.101476650
1082,6,-73.125516300,7.098831850
1083,6,-73.1142601,7.1158809
1084,6,-73.1206874,7.1132706
1085,5,-73.134117747,7.095499410
1086,5,-73.109696168,7.100359991
1087,5,-73.136215720,7.121881787
1088,5,-73.1253589,7.0941153
1089,5,-73.108844,7.0894951
1090,5,-73.111214,7.0848243
1091,5,-73.127713000,7.153828000
1092,5,-73.1284646,7.1398252
1093,5,-73.127122800,7.093183800
1094,5,-73.1312892,7.1320522
1095,5,-73.1248704,7.1396438
1096,5,-73.1131549,7.1174625
1097,5,-73.118103,7.0885002
1098,5,-73.129105437,7.149359313
1099,5,-73.102773889,7.115623198
1100,5,-73.1236766,7.1532695
1101,5,-73.1300494,7.1157898
1102,5,-73.1222007,7.1467631
1103,5,-73.1267601,7.1401578
1104,5,-73.1311275,7.1229784
1105,5,-73.1396151,7.1647775
1106,5,-73.1324669,7.1407656
1107,5,-73.110148,7.1207614
1108,5,-73.1157025,7.1005342
1109,5,-73.1244953,7.1330932
1110,5,-73.1265492,7.125682
1111,5,-73.1178285,7.1200065
1112,5,-73.098895900,7.105049250
1113,5,-73.1095309,7.1245324
1114,5,-73.116926056,7.112428938
1115,5,-73.1281359,7.125308
1116,5,-73.1235074,7.1279953
1117,5,-73.106408041,7.114836143
1118,5,-73.118231,7.1316647
1119,5,-73.120324,7.1173259
1120,5,-73.114152,7.0810664
1121,5,-73.1236031,7.1205782
1122,5,-73.1320888,7.1236281
1123,5,-73.132616150,7.103857600
1124,5,-73.131106992,7.119366747
1125,5,-73.117716100,7.082290500
1126,5,-73.1240627,7.1452647
1127,5,-73.1057293,7.1289462
1128,5,-73.1217886,7.1283271
1129,5,-73.1019411,7.1177033
1130,5,-73.1321928,7.0941434
1131,5,-73.137303800,7.154800050
1132,5,-73.106939078,7.092780506
1133,5,-73.123895400,7.105703450
1134,5,-73.1246051,7.0945671
1135,5,-73.1185315,7.1333632
1136,5,-73.133241235,7.098890398
1137,5,-73.137148840,7.113663272
1138,5,-73.118289800,7.107152350
1139,5,-73.137518094,7.121269826
1140,5,-73.125696400,7.130209170
1141,5,-73.1051908,7.0942888
1142,5,-73.123917550,7.123624850
1143,5,-73.121936826,7.138015221
1144,5,-73.1183109,7.1007351
1145,5,-73.1233179,7.119749
1146,5,-73.1711531,7.102054200
1147,5,-73.1063917,7.1075086
1148,5,-73.1211489,7.085013
1149,5,-73.1052186,7.1097109
1150,5,-73.1194137,7.1375993
1151,5,-73.097875918,7.098090785
1152,5,-73.118358162,7.098526601
1153,5,-73.1173043,7.1391538
1154,5,-73.1263448,7.1335634
1155,5,-73.123010650,7.077598600
1156,5,-73.1282037,7.1179734
1157,5,-73.130398139,7.084718336
1158,5,-73.1282195,7.129700200
1159,5,-73.128803063,7.121886862
1160,5,-73.112256,7.0838568
1161,5,-73.1082044,7.1353861
1162,5,-73.1231225,7.0871242
1163,5,-73.1170882,7.1185083
1164,5,-73.1137105,7.1148338
1165,4,-73.112586316,7.106558941
1166,4,-73.1127717,7.1103453
1167,4,-73.1186476,7.1375738
1168,4,-73.116478587,7.132881548
1169,4,-73.1237343,7.1464166
1170,4,-73.1328583,7.088913
1171,4,-73.1411632,7.0935927
1172,4,-73.12284,7.0889077
1173,4,-73.1154633,7.0801556
1174,4,-73.1202413,7.1339174
1175,4,-73.116665769,7.133731482
1176,4,-73.1183132,7.1190279
1177,4,-73.140111291,7.121952424
1178,4,-73.1125093,7.1275104
1179,4,-73.119004400,7.124129700
1180,4,-73.1090278,7.1119276
1181,4,-73.1139305,7.1205756
1182,4,-73.123676150,7.147066850
1183,4,-73.136358200,7.125839150
1184,4,-73.1083619,7.111346
1185,4,-73.1299507,7.1221804
1186,4,-73.110233950,7.093105450
1187,4,-73.1191356,7.1146896
1188,4,-73.1309818,7.1263729
1189,4,-73.108999557,7.090143613
1190,4,-73.103239708,7.095391351
1191,4,-73.1348731,7.1225932
1192,4,-73.1133073,7.0909545
1193,4,-73.1207814,7.1320517
1194,4,-73.1184361,7.1150156
1195,4,-73.132563040,7.116491175
1196,4,-73.112374200,7.094746650
1197,4,-73.1324849,7.094494
1198,4,-73.1255852,7.1386503
1199,4,-73.107680062,7.092358663
1200,4,-73.1280423,7.128849
1201,4,-73.1191791,7.109283
1202,4,-73.1189844,7.1086138
1203,4,-73.110896150,7.108919200
1204,4,-73.1176098,7.0990804
1205,4,-73.131979079,7.081732064
1206,4,-73.125078221,7.103451435
1207,4,-73.1337844,7.0998268
1208,4,-73.1289843,7.1295594
1209,4,-73.1294456,7.1231854
1210,4,-73.1222856,7.1308615
1211,4,-73.1110587,7.135717
1212,4,-73.113447400,7.132401950
1213,4,-73.1301815,7.1265331
1214,4,-73.137908950,7.155859950
1215,4,-73.171305443,7.101307824
1216,4,-73.132949905,7.149130625
1217,4,-73.1316285,7.1254137
1218,4,-73.114981305,7.109037804
1219,4,-73.1049585,7.1071729
1220,4,-73.127390600,7.101927650
1221,4,-73.1233859,7.1439116
1222,4,-73.1012612,7.1312521
1223,4,-73.102120500,7.102344600
1224,4,-73.1160773,7.1160227
1225,4,-73.1070567,7.1299375
1226,4,-73.1221147,7.1300368
1227,4,-73.105900523,7.126610068
1228,4,-73.141389350,7.101724050
1229,4,-73.099636391,7.131076571
1230,4,-73.1307089,7.1384846
1231,4,-73.133568460,7.092606815
1232,4,-73.1066171,7.1058538
1233,4,-73.132077600,7.142470900
1234,4,-73.1242632,7.110829
1235,4,-73.1149635,7.101096
1236,4,-73.111253648,7.134275693
1237,4,-73.116146,7.0987149
1238,4,-73.108222724,7.127910162
1239,4,-73.110999,7.1206241
1240,4,-73.1288098,7.1287025
1241,4,-73.1311414,7.1271717
1242,4,-73.1285315,7.1313978
1243,4,-73.129516850,7.127597350
1244,4,-73.113172487,7.099634254
1245,4,-73.125204000,7.092887300
1246,4,-73.135444,7.1209957
1247,4,-73.1310288,7.1402187
1248,4,-73.126390071,7.129194984
1249,4,-73.1433127,7.0907633
1250,4,-73.1370699,7.1044579
1251,4,-73.1240722,7.135524
1252,4,-73.1412429,7.1643067
1253,4,-73.1257099,7.1352124
1254,4,-73.1191421,7.1045736
1255,4,-73.119181,7.1227127
1256,4,-73.134601350,7.139934450
1257,4,-73.1286537,7.1278812
1258,4,-73.1216462,7.0759691
1259,3,-73.138430240,7.148250247
1260,3,-73.115537700,7.099173450
1261,3,-73.132617,7.1539716
1262,3,-73.126147513,7.147430613
1263,3,-73.1184103,7.0970079
1264,3,-73.1189731,7.131527
1265,3,-73.1105957,7.097174
1266,3,-73.1118464,7.0874117
1267,3,-73.1255096,7.1030011
1268,3,-73.119327350,7.128816950
1269,3,-73.1270616,7.1085396
1270,3,-73.1402568,7.1059304
1271,3,-73.1179977,7.1053004
1272,3,-73.117148650,7.115950500
1273,3,-73.1424358,7.1606969
1274,3,-73.1181044,7.0889552
1275,3,-73.1184024,7.1001405
1276,3,-73.1139838,7.0912233
1277,3,-73.1161062,7.1059149
1278,3,-73.1438506,7.119038
1279,3,-73.1089951,7.0908765
1280,3,-73.1314484,7.132859
1281,3,-73.1230474,7.0852038
1282,3,-73.110582300,7.136609450
1283,3,-73.1188353,7.130675
1284,3,-73.1326064,7.1301627
1285,3,-73.1135024,7.0879636
1286,3,-73.1281603,7.120329
1287,3,-73.11572,7.1312953
1288,3,-73.108869800,7.135851750
1289,3,-73.1329876,7.1214393
1290,3,-73.113383950,7.133452000
1291,3,-73.1138972,7.1222647
1292,3,-73.110896116,7.084131593
1293,3,-73.119794634,7.113690778
1294,3,-73.109550019,7.105024496
1295,3,-73.1271523,7.0916319
1296,3,-73.1291399,7.122589
1297,3,-73.117928126,7.096377769
1298,3,-73.1132287,7.1212116
1299,3,-73.104810645,7.119134387
1300,3,-73.1129896,7.090207
1301,3,-73.1214504,7.0865704
1302,3,-73.117373836,7.090782950
1303,3,-73.1064505,7.1070577
1304,3,-73.1080127,7.1189294
1305,3,-73.113812311,7.112491736
1306,3,-73.1119551,7.1070755
1307,3,-73.1178221,7.1291199
1308,3,-73.1171333,7.1270515
1309,3,-73.126082050,7.092597200
1310,3,-73.1108977,7.1200625
1311,3,-73.1116378,7.0897259
1312,3,-73.1069054,7.1272993
1313,3,-73.129174045,7.151969673
1314,3,-73.1241278,7.1045104
1315,3,-73.1129153,7.1223955
1316,3,-73.1217037,7.0888391
1317,3,-73.1214139,7.1351613
1318,3,-73.1221404,7.111699
1319,3,-73.1105046,7.0926303
1320,3,-73.1126408,7.1020088
1321,3,-73.1067276,7.1098138
1322,3,-73.1316205,7.1295573
1323,3,-73.1187224,7.1121521
1324,3,-73.1123419,7.1040676
1325,3,-73.1174249,7.1012774
1326,3,-73.1339234,7.122018
1327,3,-73.1270899,7.0812769
1328,3,-73.1273448,7.1231511
1329,3,-73.1410619,7.1222237
1330,3,-73.120129,7.1286789
1331,3,-73.1180928,7.1308185
1332,3,-73.1166499,7.1193293
1333,3,-73.142567316,7.100205362
1334,3,-73.133793750,7.114891600
1335,3,-73.107519050,7.126274350
1336,3,-73.1240784,7.1102912
1337,3,-73.1006348,7.115858800
1338,3,-73.104759700,7.113859000
1339,3,-73.1071156,7.1057089
1340,3,-73.1284944,7.1549114
1341,3,-73.130291750,7.147475750
1342,3,-73.114075291,7.093029805
1343,3,-73.120870654,7.128428216
1344,3,-73.126532750,7.134543050
1345,3,-73.123901,7.1097838
1346,3,-73.1250332,7.1268029
1347,3,-73.1324518,7.1293756
1348,3,-73.1292818,7.1396693
1349,3,-73.127416950,7.134479650
1350,3,-73.1369643,7.09188
1351,3,-73.1327883,7.1229607
1352,3,-73.127349166,7.112253764
1353,3,-73.122802,7.1289971
1354,3,-73.1306692,7.1289103
1355,3,-73.112830950,7.128159250
1356,3,-73.1200029,7.1224233
1357,3,-73.1172431,7.0993599
1358,3,-73.1211963,7.1386065
1359,3,-73.1129996,7.087952
1360,3,-73.115029886,7.091711888
1361,3,-73.136526532,7.116905447
1362,3,-73.1254542,7.1042987
1363,3,-73.1310844,7.149106200
1364,3,-73.120993111,7.081646187
1365,3,-73.1355797,7.1217179
1366,3,-73.1064177,7.1209583
1367,3,-73.1303933,7.1550953
1368,3,-73.114483944,7.129940172
1369,3,-73.109275,7.1230995
1370,3,-73.132999,7.119572
1371,3,-73.1241871,7.1244556
1372,3,-73.1338774,7.1166167
1373,2,-73.1104959,7.1342544
1374,2,-73.1148568,7.0864496
1375,2,-73.1135561,7.0842052
1376,2,-73.1315269,7.139243
1377,2,-73.1366978,7.1425629
1378,2,-73.1320911,7.1319002
1379,2,-73.1319598,7.1415017
1380,2,-73.1231056,7.1114103
1381,2,-73.1269366,7.1409684
1382,2,-73.139552350,7.159329400
1383,2,-73.1242195,7.1406741
1384,2,-73.1104942,7.1357537
1385,2,-73.1211263,7.1337313
1386,2,-73.1349935,7.1233283
1387,2,-73.1344394,7.1204082
1388,2,-73.137608896,7.125911695
1389,2,-73.111670600,7.086997100
1390,2,-73.171212645,7.100247905
1391,2,-73.1298326,7.1485612
1392,2,-73.1102971,7.093984
1393,2,-73.129471283,7.096716824
1394,2,-73.1196598,7.1237504
1395,2,-73.096220214,7.102677184
1396,2,-73.1407938,7.110509
1397,2,-73.1185678,7.1340281
1398,2,-73.1317806,7.126211
1399,2,-73.142781026,7.109381442
1400,2,-73.130133001,7.150493507
1401,2,-73.123726,7.1448688
1402,2,-73.1033403,7.101426400
1403,2,-73.1193359,7.1097217
1404,2,-73.1134921,7.1242293
1405,2,-73.1353859,7.1426694
1406,2,-73.127886,7.1280193
1407,2,-73.1164289,7.0999805
1408,2,-73.141536627,7.158611013
1409,2,-73.1110323,7.1352096
1410,2,-73.125894,7.1403281
1411,2,-73.1321521,7.1124565
1412,2,-73.1135127,7.0869204
1413,2,-73.1156812,7.1020258
1414,2,-73.132612850,7.117290200
1415,2,-73.122786,7.1088643
1416,2,-73.1417926,7.1618604
1417,2,-73.1276984,7.1315632
1418,2,-73.1308264,7.1297073
1419,2,-73.1153912,7.086479400
1420,2,-73.141361169,7.149390373
1421,2,-73.1247393,7.1388123
1422,2,-73.1250639,7.1404952
1423,2,-73.1135257,7.0847588
1424,2,-73.122973550,7.107271650
1425,2,-73.1290024,7.0811368
1426,2,-73.1305565,7.1376888
1427,2,-73.127060200,7.094517750
1428,2,-73.1315639,7.1336223
1429,2,-73.1239003,7.1434024
1430,2,-73.1383614,7.1167731
1431,2,-73.1099649,7.1347908
1432,2,-73.1081126,7.1099883
1433,2,-73.1131343,7.1287768
1434,2,-73.140274509,7.160852339
1435,2,-73.1134598,7.1098366
1436,2,-73.115943750,7.097225400
1437,2,-73.1144284,7.1187052
1438,2,-73.114602,7.1013811
1439,2,-73.1346039,7.0924819
1440,2,-73.12727,7.1383134
1441,2,-73.1071944,7.0968067
1442,2,-73.134703420,7.081488219
1443,2,-73.128688525,7.150670441
1444,2,-73.1119987,7.1116466
1445,2,-73.1312908,7.1237877
1446,2,-73.125900180,7.093534553
1447,2,-73.130783250,7.104254450
1448,2,-73.1239762,7.1350147
1449,2,-73.1257124,7.1505037
1450,2,-73.105762324,7.097881386
1451,2,-73.134110200,7.129210850
1452,2,-73.1097064,7.0906547
1453,2,-73.1148822,7.0825617
1454,2,-73.1063917,7.130677
1455,2,-73.1348082,7.1256053
1456,2,-73.107903315,7.102906464
1457,2,-73.1253692,7.1092262
1458,2,-73.1148607,7.1314492
1459,2,-73.123027,7.0865178
1460,2,-73.122974150,7.096822850
1461,2,-73.1294627,7.1050736
1462,2,-73.1168168,7.1164119
1463,2,-73.142821152,7.114778750
1464,2,-73.105332000,7.106193600
1465,2,-73.124154190,7.152941589
1466,2,-73.123387350,7.141014150
1467,2,-73.142236350,7.150883650
1468,2,-73.126742560,7.107743964
1469,2,-73.107978,7.1323594
1470,2,-73.1314599,7.1287576
1471,2,-73.134803150,7.132077400
1472,2,-73.1331283,7.1377252
1473,2,-73.135534035,7.138492415
1474,2,-73.1056368,7.09
1475,2,-73.1359407,7.1423308
1476,2,-73.0956593,7.1008321
1477,2,-73.139907291,7.120685309
1478,2,-73.129906089,7.146706756
1479,2,-73.113565309,7.134155277
1480,2,-73.1085809,7.1342944
1481,2,-73.134249718,7.125156801
1482,2,-73.1271185,7.1023573
1483,2,-73.142378,7.0932531
1484,1,-73.105438,7.1070446
1485,1,-73.106673850,7.096392000
1486,1,-73.1274662,7.095975
1487,1,-73.1311902,7.1410104
1488,1,-73.1277766,7.1408183
1489,1,-73.1156504,7.1064681
1490,1,-73.126450472,7.108489114
1491,1,-73.1243819,7.0929947
1492,1,-73.1278585,7.1072769
1493,1,-73.132582,7.1260527
1494,1,-73.1397271,7.155272
1495,1,-73.1269434,7.0959756
1496,1,-73.1206624,7.1271412
1497,1,-73.133249,7.1228797
1498,1,-73.1317454,7.1219508
1499,1,-73.0970915,7.1046175
1500,1,-73.1176982,7.1283816
1501,1,-73.1136435,7.1226776
1502,1,-73.1200909,7.1061128
1503,1,-73.1230615,7.0856669
1504,1,-73.1240175,7.145823
1505,1,-73.1227634,7.1334069
1506,1,-73.1106411,7.1033771
1507,1,-73.1050654,7.130156
1508,1,-73.1169472,7.1014259
1509,1,-73.1347076,7.0853298
1510,1,-73.133873750,7.115980900
1511,1,-73.1135535,7.0836345
1512,1,-73.1295086,7.1571309
1513,1,-73.1148453,7.0874793
1514,1,-73.1318608,7.1039741
1515,1,-73.1153854,7.0869892
1516,1,-73.1323272,7.1467285
1517,1,-73.139222317,7.148837620
1518,1,-73.116586000,7.115366800
1519,1,-73.1167286,7.1319783
1520,1,-73.113617,7.1361988
1521,1,-73.1333398,7.1233743
1522,1,-73.1349101,7.1239033
1523,1,-73.119965912,7.093919863
1524,1,-73.1121835,7.102056
1525,1,-73.1326515,7.1222425
1526,1,-73.1259262,7.1125773
1527,1,-73.127286850,7.152688000
1528,1,-73.1248084,7.1099994
1529,1,-73.131475650,7.152971950
1530,1,-73.142151807,7.157993947
1531,1,-73.141186600,7.115840950
1532,1,-73.106246,7.1202743
1533,1,-73.0947736,7.1062032
1534,1,-73.1135682,7.0819999
1535,1,-73.1204747,7.1074617
1536,1,-73.1131799,7.0897424
1537,1,-73.132686036,7.142421462
1538,1,-73.141855141,7.115183241
1539,1,-73.1272517,7.1533372
1540,1,-73.100960000,7.099390200
1541,1,-73.112615,7.0842518
1542,1,-73.113060443,7.093151008
1543,1,-73.115521060,7.090518058
1544,1,-73.126159597,7.148981165
1545,1,-73.1327693,7.1309693
1546,1,-73.1336048,7.1388174
1547,1,-73.1209671,7.1361378
1548,1,-73.1026424,7.1139225
1549,1,-73.113508803,7.131414929
1550,1,-73.0997979,7.1319693
1551,1,-73.1310415,7.1367177
1552,1,-73.1045478,7.1063841
1553,1,-73.1073021,7.1019114
1554,1,-73.135058064,7.129875560
1555,1,-73.128319938,7.151857226
1556,1,-73.1021075,7.1048717
1557,1,-73.1133319,7.1067508
1558,1,-73.1149794,7.0995943
1559,1,-73.129937134,7.154223075
1560,1,-73.1236894,7.1093322
1561,1,-73.1416892,7.101066
1562,1,-73.1260548,7.1411352
1563,1,-73.106237700,7.131503000
1564,1,-73.117909,7.1011127
1565,1,-73.123322950,7.088252850
1566,1,-73.138675900,7.106773300
1567,1,-73.1153576,7.1023496
1568,1,-73.1332216,7.117040400
1569,1,-73.1334916,7.1197953
1570,1,-73.1131919,7.0935026
1571,1,-73.145632951,7.151372428
1572,1,-73.1143802,7.0902408
1573,1,-73.114817400,7.137390900
1574,1,-73.1287422,7.1474849
1575,1,-73.135419200,7.140290800
1576,1,-73.1335733,7.130813
1577,1,-73.108061200,7.119454300
1578,1,-73.110337050,7.101605600
1579,1,-73.104780512,7.132519576
1580,1,-73.1397987,7.1062866
1581,1,-73.118439,7.1116475
1582,1,-73.135562800,7.141723600
1583,1,-73.139350450,7.115207400
1584,1,-73.1024896,7.116628
1585,1,-73.122112245,7.107058248
1586,1,-73.1165898,7.0969681
1587,1,-73.1164114,7.1188654
1588,1,-73.118120546,7.087603750
1589,1,-73.1203967,7.1416408
1590,1,-73.096477128,7.101578619
1591,1,-73.142622098,7.108505821
1592,1,-73.1143168,7.1314516
1593,1,-73.1221421,7.1089686
1594,1,-73.132523215,7.143805943
1595,1,-73.1245508,7.1537423
1596,1,-73.097267145,7.098049752
1597,1,-73.109277600,7.136559600
1598,1,-73.120564101,7.072238541
1599,1,-73.1109909,7.134751
1600,1,-73.137008300,7.138738900
1601,1,-73.1302594,7.1566712
1602,1,-73.1185868,7.1289647
1603,1,-73.1180097,7.0973099
1604,1,-73.1399222,7.1588335
1605,1,-73.1034042,7.1007688
1606,1,-73.136855173,7.105204227
1607,1,-73.1366327,7.1430603
1608,1,-73.1193297,7.1133521
1609,1,-73.140429911,7.162686376
1610,1,-73.1358673,7.1335232
1611,1,-73.136279,7.1328358
1612,1,-73.1181464,7.1110964
1613,1,-73.0982061,7.1036914
1614,1,-73.1177237,7.0776671
1615,1,-73.0983335,7.1010604
1616,1,-73.1058691,7.1258122
1617,1,-73.135046250,7.156174100
1618,1,-73.1277672,7.1491961
1619,1,-73.1301325,7.1209308
1620,1,-73.1195678,7.1127317
1621,1,-73.1345578,7.1424259
1622,1,-73.135685950,7.125443300
1623,1,-73.110820350,7.108391500
1624,1,-73.1220014,7.1076875
1625,1,-73.1177564,7.1382358
